name,year,latitude,longitude,city,region,zipCode,cuisine,price,url,stars
Star Inn at Harome,2019,54.23101,-1.01023,Harome,United Kingdom,YO62 5JE,Modern British,N/A,https://guide.michelin.com/gb/en/north-yorkshire/harome/restaurant/star-inn-at-harome,one
The Man Behind The Curtain,2019,53.798286,-1.539937,Leeds,United Kingdom,LS1 7JH,Creative,N/A,https://guide.michelin.com/gb/en/kent/leeds/restaurant/the-man-behind-the-curtain,one
The Checkers,2019,52.55568,-3.13769,Montgomery/Trefaldwyn,United Kingdom,SY15 6PN,French,N/A,https://guide.michelin.com/gb/en/powys/montgomery-trefaldwyn/restaurant/the-checkers,one
Pipe and Glass,2019,53.8955,-0.53301,South Dalton,United Kingdom,HU17 7PN,Modern British,N/A,https://guide.michelin.com/gb/en/east-riding-of-yorkshire/south-dalton/restaurant/pipe-and-glass,one
Fischer's at Baslow Hall,2019,53.25055,-1.6269798,Baslow,United Kingdom,DE45 1RR,Modern cuisine,N/A,https://guide.michelin.com/gb/en/derbyshire/baslow/restaurant/fischer-s-at-baslow-hall,one
Winteringham Fields,2019,53.68778,-0.59013,Winteringham,United Kingdom,DN15 9ND,Modern cuisine,N/A,https://guide.michelin.com/gb/en/north-lincolnshire/winteringham/restaurant/winteringham-fields,one
Thomas Carr @ The Olive Room,2019,51.209476,-4.118807,Ilfracombe,United Kingdom,EX34 9DJ,Seafood,N/A,https://guide.michelin.com/gb/en/devon/ilfracombe/restaurant/thomas-carr-the-olive-room,one
Walnut Tree,2019,51.84534,-2.95438,Llanddewi Skirrid,United Kingdom,NP7 8AW,Modern British,N/A,https://guide.michelin.com/gb/en/monmouthshire/llanddewi-skirrid/restaurant/walnut-tree,one
Paul Ainsworth at No.6,2019,50.541534,-4.9398518,Padstow,United Kingdom,PL28 8AP,Modern cuisine,N/A,https://guide.michelin.com/gb/en/cornwall/padstow/restaurant/paul-ainsworth-at-no-6,one
Simpsons,2019,52.46925,-1.9238801,Birmingham,United Kingdom,B15 3DU,Modern cuisine,N/A,https://guide.michelin.com/gb/en/west-midlands/birmingham/restaurant/simpsons,one
Purnell's,2019,52.48268,-1.9018,Birmingham,United Kingdom,B3 2DH,Modern cuisine,N/A,https://guide.michelin.com/gb/en/west-midlands/birmingham/restaurant/purnell-s,one
Adam's,2019,52.47964,-1.900286,Birmingham,United Kingdom,B2 5UG,Modern cuisine,N/A,https://guide.michelin.com/gb/en/west-midlands/birmingham/restaurant/adam-s,one
Outlaw's Fish Kitchen,2019,50.59206,-4.832,Port Isaac,United Kingdom,PL29 3RH,Seafood,N/A,https://guide.michelin.com/gb/en/cornwall/port-isaac/restaurant/outlaw-s-fish-kitchen,one
Carters of Moseley,2019,52.44588,-1.88384,Birmingham,United Kingdom,B13 9EZ,Modern British,N/A,https://guide.michelin.com/gb/en/west-midlands/birmingham/restaurant/carters-of-moseley,one
Peel's,2019,52.4259,-1.70536,Hampton in Arden,United Kingdom,B92 ODQ,Creative British,N/A,https://guide.michelin.com/gb/en/west-midlands/hampton-in-arden/restaurant/peel-s,one
John's House,2019,52.73295,-1.145851,Mountsorrel,United Kingdom,LE12 7AR,Modern cuisine,N/A,https://guide.michelin.com/gb/en/leicestershire/mountsorrel/restaurant/john-s-house,one
The Whitebrook,2019,51.759697,-2.686909,Whitebrook,United Kingdom,NP25 4TX,Modern British,N/A,https://guide.michelin.com/gb/en/monmouthshire/whitebrook/restaurant/the-whitebrook,one
James Sommerin,2019,51.434387,-3.167951,Penarth,United Kingdom,CF64 3AU,Modern cuisine,N/A,https://guide.michelin.com/gb/en/the-vale-of-glamorgan/penarth/restaurant/james-sommerin,one
Driftwood,2019,50.1889,-4.97088,Portscatho,United Kingdom,TR2 5EW,Modern cuisine,N/A,https://guide.michelin.com/gb/en/cornwall/portscatho/restaurant/driftwood,one
The Cross at Kenilworth,2019,52.350315,-1.5801147,Kenilworth,United Kingdom,CV8 2EZ,Classic cuisine,N/A,https://guide.michelin.com/gb/en/warwickshire/kenilworth/restaurant/the-cross-at-kenilworth,one
Masons Arms,2019,50.99547,-3.67163,Knowstone,United Kingdom,EX36 4RY,Classic French,N/A,https://guide.michelin.com/gb/en/devon/knowstone/restaurant/masons-arms,one
Salt,2019,52.18963,-1.7092043,Stratford-upon-Avon,United Kingdom,CV37 6HB,Modern British,N/A,https://guide.michelin.com/gb/en/warwickshire/stratford-upon-avon/restaurant/salt522869,one
Le Champignon Sauvage,2019,51.89146,-2.07912,Cheltenham,United Kingdom,GL50 2AQ,Modern cuisine,N/A,https://guide.michelin.com/gb/en/gloucestershire/cheltenham/restaurant/le-champignon-sauvage,one
Gidleigh Park,2019,50.67658,-3.87354,Chagford,United Kingdom,TQ13 8HH,Modern cuisine,N/A,https://guide.michelin.com/gb/en/devon/chagford/restaurant/gidleigh-park,one
Hambleton Hall,2019,52.65737,-0.66812,Upper Hambleton,United Kingdom,LE15 8TH,Classic cuisine,N/A,https://guide.michelin.com/gb/en/rutland/upper-hambleton/restaurant/hambleton-hall,one
wilks,2019,51.46737,-2.6069899,Bristol,United Kingdom,BS6 6PG,Modern British,N/A,https://guide.michelin.com/gb/en/south-gloucestershire/bristol/restaurant/wilks,one
Bulrush,2019,51.46278,-2.597758,Bristol,United Kingdom,BS6 5TZ,Modern British,N/A,https://guide.michelin.com/gb/en/south-gloucestershire/bristol/restaurant/bulrush,one
Casamia,2019,51.447254,-2.5940728,Bristol,United Kingdom,BS1 6FU,Creative,N/A,https://guide.michelin.com/gb/en/south-gloucestershire/bristol/restaurant/casamia,one
Paco Tapas,2019,51.44647,-2.59358,Bristol,United Kingdom,BS1 6FU,Spanish,N/A,https://guide.michelin.com/gb/en/south-gloucestershire/bristol/restaurant/paco-tapas,one
Pony & Trap,2019,51.34938,-2.5925994,Chew Magna,United Kingdom,BS40 8TQ,Modern British,N/A,https://guide.michelin.com/gb/en/bath-and-north-east-somerset/chew-magna/restaurant/pony-trap,one
The Dining Room,2019,51.58376,-2.14954,Malmesbury,United Kingdom,SN16 0RB,Asian influences,N/A,https://guide.michelin.com/gb/en/wiltshire/malmesbury/restaurant/the-dining-room193454,one
Bybrook,2019,51.49382,-2.23212,Castle Combe,United Kingdom,SN14 7HR,Modern British,N/A,https://guide.michelin.com/gb/en/wiltshire/castle-combe/restaurant/bybrook,one
Restaurant Hywel Jones by Lucknam Park,2019,51.45502,-2.25941,Colerne,United Kingdom,SN14 8AZ,Modern British,N/A,https://guide.michelin.com/gb/en/wiltshire/colerne/restaurant/restaurant-hywel-jones-by-lucknam-park,one
Olive Tree,2019,51.38707,-2.3627,Bath,United Kingdom,BA1 2QF,Modern cuisine,N/A,https://guide.michelin.com/gb/en/bath-and-north-east-somerset/bath/restaurant/olive-tree,one
Lympstone Manor,2019,50.64069,-3.4186063,Lympstone,United Kingdom,EX8 3NZ,Modern cuisine,N/A,https://guide.michelin.com/gb/en/devon/lympstone/restaurant/lympstone-manor,one
The Neptune,2019,52.9511,0.50927,Hunstanton,United Kingdom,PE36 6HZ,Modern cuisine,N/A,https://guide.michelin.com/gb/en/norfolk/hunstanton/restaurant/the-neptune,one
Elephant,2019,50.45853,-3.52438,Torquay,United Kingdom,TQ1 2BH,Modern British,N/A,https://guide.michelin.com/gb/en/torbay/torquay/restaurant/elephant,one
Oxford Kitchen,2019,51.776733,-1.264794,Oxford,United Kingdom,OX2 7HQ,Modern British,N/A,https://guide.michelin.com/gb/en/oxfordshire/oxford/restaurant/oxford-kitchen,one
Nut Tree,2019,51.83618,-1.1499,Murcott,United Kingdom,OX5 2RE,Traditional British,N/A,https://guide.michelin.com/gb/en/oxfordshire/murcott/restaurant/nut-tree,one
Morston Hall,2019,52.95473,0.98729,Morston,United Kingdom,NR25 7AA,Modern British,N/A,https://guide.michelin.com/gb/en/norfolk/morston/restaurant/morston-hall,one
Red Lion Freehouse,2019,51.2736,-1.8007996,East Chisenbury,United Kingdom,SN9 6AQ,Classic cuisine,N/A,https://guide.michelin.com/gb/en/wiltshire/east-chisenbury/restaurant/red-lion-freehouse,one
Blackbird,2019,51.420887,-1.3493549,Newbury,United Kingdom,RG20 8AQ,Classic cuisine,N/A,https://guide.michelin.com/gb/en/west-berkshire/newbury/restaurant/blackbird552018,one
Woodspeen,2019,51.415802,-1.353532,Newbury,United Kingdom,RG20 8BN,Modern cuisine,N/A,https://guide.michelin.com/gb/en/west-berkshire/newbury/restaurant/woodspeen,one
The Coach,2019,51.571712,-0.7772678,Marlow,United Kingdom,SL7 2LS,Modern British,N/A,https://guide.michelin.com/gb/en/buckinghamshire/marlow/restaurant/the-coach,one
Crown,2019,51.524807,-0.7915291,Burchett's Green,United Kingdom,SL6 6QZ,Regional cuisine,N/A,https://guide.michelin.com/gb/en/windsor-and-maidenhead/burchett-s-green/restaurant/crown442549,one
L'Ortolan,2019,51.40833,-0.9542898,Shinfield,United Kingdom,RG2 9BY,French,N/A,https://guide.michelin.com/gb/en/wokingham/shinfield/restaurant/l-ortolan,one
Hinds Head,2019,51.51265,-0.69641,Bray,United Kingdom,SL6 2AB,Traditional British,N/A,https://guide.michelin.com/gb/en/buckinghamshire/bray/restaurant/hinds-head,one
Black Rat,2019,51.05796,-1.3069497,Winchester,United Kingdom,SO23 0HX,Modern cuisine,N/A,https://guide.michelin.com/gb/en/hampshire/winchester/restaurant/black-rat,one
Matt Worswick at The Latymer,2019,51.35764,-0.7086128,Bagshot,United Kingdom,GU19 5EU,Modern cuisine,N/A,https://guide.michelin.com/gb/en/surrey/bagshot/restaurant/matt-worswick-at-the-latymer,one
Coworth Park,2019,51.40463,-0.616715,Ascot,United Kingdom,SL5 7SE,Modern cuisine,N/A,https://guide.michelin.com/gb/en/windsor-and-maidenhead/ascot/restaurant/coworth-park,one
Tudor Room,2019,51.41759,-0.545847,Egham,United Kingdom,TW20 9UR,Modern cuisine,N/A,https://guide.michelin.com/gb/en/surrey/egham/restaurant/tudor-room,one
The Glasshouse,2019,51.4771,-0.28574,Kew,United Kingdom,TW9 3PZ,Modern cuisine,N/A,https://guide.michelin.com/gb/en/greater-london/kew/restaurant/the-glasshouse,one
La Trompette,2019,51.49222,-0.25619,Chiswick,United Kingdom,W4 2EU,Modern British,N/A,https://guide.michelin.com/gb/en/greater-london/chiswick/restaurant/la-trompette,one
Tim Allen's Flitch of Bacon,2019,51.86747,0.404134,Little Dunmow,United Kingdom,CM6 3HT,Modern British,N/A,https://guide.michelin.com/gb/en/essex/little-dunmow/restaurant/tim-allen-s-flitch-of-bacon,one
River Café,2019,51.48395,-0.22423,Hammersmith,United Kingdom,W6 9HA,Italian,N/A,https://guide.michelin.com/gb/en/greater-london/hammersmith/restaurant/river-cafe,one
Kitchen W8,2019,51.49918,-0.19692,Kensington,United Kingdom,W8 6AH,Modern cuisine,N/A,https://guide.michelin.com/gb/en/greater-london/kensington/restaurant/kitchen-w8,one
Trishna,2019,51.51834,-0.153031,Marylebone,United Kingdom,W1U 3DG,Indian,N/A,https://guide.michelin.com/gb/en/greater-london/marylebone/restaurant/trishna,one
Roganic,2019,51.518314,-0.1520875,Marylebone,United Kingdom,W1U 3DB,Creative British,N/A,https://guide.michelin.com/gb/en/greater-london/marylebone/restaurant/roganic,one
Locanda Locatelli,2019,51.51514,-0.15675,Marylebone,United Kingdom,W1H 7JZ,Italian,N/A,https://guide.michelin.com/gb/en/greater-london/marylebone/restaurant/locanda-locatelli,one
Texture,2019,51.51488,-0.15664,Marylebone,United Kingdom,W1H 7BY,Creative,N/A,https://guide.michelin.com/gb/en/greater-london/marylebone/restaurant/texture,one
Portland,2019,51.519726,-0.142555,Regent's Park,United Kingdom,W1W 6QQ,Modern cuisine,N/A,https://guide.michelin.com/gb/en/greater-london/regent-s-park/restaurant/portland,one
Harwood Arms,2019,51.48291,-0.19651,Fulham,United Kingdom,SW6 1QP,Modern British,N/A,https://guide.michelin.com/gb/en/greater-london/fulham/restaurant/harwood-arms,one
Pied à Terre,2019,51.519,-0.13511,Bloomsbury,United Kingdom,W1T 2NH,Creative,N/A,https://guide.michelin.com/gb/en/greater-london/bloomsbury/restaurant/pied-a-terre,one
The Ninth,2019,51.51875,-0.1350068,Bloomsbury,United Kingdom,W1T 2NB,Mediterranean cuisine,N/A,https://guide.michelin.com/gb/en/greater-london/bloomsbury/restaurant/the-ninth,one
Kai,2019,51.50871,-0.15162,Mayfair,United Kingdom,W1K 2QU,Chinese,N/A,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/kai123638,one
Pollen Street Social,2019,51.5133,-0.14234,Mayfair,United Kingdom,W1S 1NQ,Creative,N/A,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/pollen-street-social,one
Hakkasan Mayfair,2019,51.51037,-0.14475,Mayfair,United Kingdom,W1J 6QB,Chinese,N/A,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/hakkasan-mayfair,one
The Square,2019,51.51069,-0.14401,Mayfair,United Kingdom,W1J 6PU,Creative French,N/A,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/the-square69391,one
Alyn Williams at The Westbury,2019,51.51118,-0.14303,Mayfair,United Kingdom,W1S 2YF,Modern cuisine,N/A,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/alyn-williams-at-the-westbury,one
Benares,2019,51.50973,-0.14494,Mayfair,United Kingdom,W1J 6BS,Indian,N/A,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/benares,one
Hakkasan Hanway Place,2019,51.5171,-0.13144,Bloomsbury,United Kingdom,W1T 1HD,Chinese,N/A,https://guide.michelin.com/gb/en/greater-london/bloomsbury/restaurant/hakkasan-hanway-place,one
Social Eating House,2019,51.51383,-0.13673,Soho,United Kingdom,W1F 7NR,Modern cuisine,N/A,https://guide.michelin.com/gb/en/greater-london/soho/restaurant/social-eating-house,one
Galvin at Windows,2019,51.50539,-0.15039,Mayfair,United Kingdom,W1K 1BE,Modern cuisine,N/A,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/galvin-at-windows,one
Murano,2019,51.50707,-0.14722,Mayfair,United Kingdom,W1J 5PP,Italian,N/A,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/murano,one
Marcus,2019,51.50171,-0.15614,Belgravia,United Kingdom,SW1X 7RL,Modern cuisine,N/A,https://guide.michelin.com/gb/en/greater-london/belgravia/restaurant/marcus,one
Sabor,2019,51.511368,-0.1396773,Mayfair,United Kingdom,W1B 4BR,Spanish,N/A,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/sabor,one
Clock House,2019,51.30044,-0.49287,Ripley,United Kingdom,GU23 6AQ,Modern cuisine,N/A,https://guide.michelin.com/gb/en/surrey/ripley/restaurant/clock-house,one
Yauatcha Soho,2019,51.51367,-0.1352,Soho,United Kingdom,W1F 0DL,Chinese,N/A,https://guide.michelin.com/gb/en/greater-london/soho/restaurant/yauatcha-soho,one
Céleste,2019,51.502422,-0.1522617,Belgravia,United Kingdom,SW1X 7TA,Creative French,N/A,https://guide.michelin.com/gb/en/greater-london/belgravia/restaurant/celeste,one
Gymkhana,2019,51.50854,-0.14154,Mayfair,United Kingdom,W1S 4JH,Indian,N/A,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/gymkhana,one
Amaya,2019,51.49912,-0.15731,Belgravia,United Kingdom,SW1X 8JT,Indian,N/A,https://guide.michelin.com/gb/en/greater-london/belgravia/restaurant/amaya,one
Pétrus,2019,51.49951,-0.15662,Belgravia,United Kingdom,SW1X 8EA,French,N/A,https://guide.michelin.com/gb/en/greater-london/belgravia/restaurant/petrus284688,one
Veeraswamy,2019,51.51008,-0.13809,Mayfair,United Kingdom,W1B 4RS,Indian,N/A,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/veeraswamy,one
Barrafina,2019,51.51375,-0.1318,Soho,United Kingdom,W1D 3LL,Spanish,N/A,https://guide.michelin.com/gb/en/greater-london/soho/restaurant/barrafina,one
Hide,2019,51.506077,-0.144289,Mayfair,United Kingdom,W1J 7NB,Modern British,N/A,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/hide,one
Ritz Restaurant,2019,51.50728,-0.14141,Westminster,United Kingdom,W1J 9BR,Modern British,N/A,https://guide.michelin.com/gb/en/greater-london/westminster/restaurant/ritz-restaurant,one
Elystan Street,2019,51.49124,-0.16724,Chelsea,United Kingdom,SW3 3NT,Modern British,N/A,https://guide.michelin.com/gb/en/greater-london/chelsea/restaurant/elystan-street,one
Seven Park Place,2019,51.50623,-0.13998,Saint James's,United Kingdom,SW1A 1LS,Modern cuisine,N/A,https://guide.michelin.com/gb/en/greater-london/saint-james-s/restaurant/seven-park-place,one
Ikoyi,2019,51.509212,-0.1334389,Saint James's,United Kingdom,SW1Y 4AH,Creative,N/A,https://guide.michelin.com/gb/en/greater-london/saint-james-s/restaurant/ikoyi,one
Aquavit,2019,51.508713,-0.1334072,Saint James's,United Kingdom,SW1Y 4QQ,Scandinavian,N/A,https://guide.michelin.com/gb/en/greater-london/saint-james-s/restaurant/aquavit501082,one
Five Fields,2019,51.49168,-0.16124,Chelsea,United Kingdom,SW3 2SP,Modern cuisine,N/A,https://guide.michelin.com/gb/en/greater-london/chelsea/restaurant/five-fields,one
Dining Room at The Goring,2019,51.49763,-0.14556,Victoria,United Kingdom,SW1W 0JW,Traditional British,N/A,https://guide.michelin.com/gb/en/greater-london/victoria/restaurant/dining-room-at-the-goring,one
St John,2019,51.52064,-0.10133,Clerkenwell,United Kingdom,EC1M 4AY,Traditional British,N/A,https://guide.michelin.com/gb/en/greater-london/clerkenwell/restaurant/st-john,one
Quilon,2019,51.49863,-0.13726,Victoria,United Kingdom,SW1E 6AF,Indian,N/A,https://guide.michelin.com/gb/en/greater-london/victoria/restaurant/quilon,one
Club Gascon,2019,51.51857,-0.10031,London,United Kingdom,EC1A 9DS,French,N/A,https://guide.michelin.com/gb/en/greater-london/london/restaurant/club-gascon,one
A. Wong,2019,51.49318,-0.14128,Victoria,United Kingdom,SW1V 1DE,Chinese,N/A,https://guide.michelin.com/gb/en/greater-london/victoria/restaurant/a-wong,one
The Clove Club,2019,51.52711,-0.07927,Shoreditch,United Kingdom,EC1V 9LT,Modern cuisine,N/A,https://guide.michelin.com/gb/en/greater-london/shoreditch/restaurant/the-clove-club,one
Leroy,2019,51.524086,-0.0815337,Shoreditch,United Kingdom,EC2A 4NU,Modern British,N/A,https://guide.michelin.com/gb/en/greater-london/shoreditch/restaurant/leroy,one
Angler,2019,51.51894,-0.08625,Finsbury,United Kingdom,EC2M 2AF,Seafood,N/A,https://guide.michelin.com/gb/en/greater-london/finsbury/restaurant/angler392235,one
Brat,2019,51.52427,-0.0767681,Shoreditch,United Kingdom,E1 6JL,Traditional British,N/A,https://guide.michelin.com/gb/en/greater-london/shoreditch/restaurant/brat,one
Lyle's,2019,51.52378,-0.07704,Shoreditch,United Kingdom,E1 6JJ,Modern British,N/A,https://guide.michelin.com/gb/en/greater-london/shoreditch/restaurant/lyle-s,one
Galvin La Chapelle,2019,51.52032,-0.0781,Spitalfields,United Kingdom,E1 6DY,French,N/A,https://guide.michelin.com/gb/en/greater-london/spitalfields/restaurant/galvin-la-chapelle,one
City Social,2019,51.51521,-0.08431,City of London,United Kingdom,EC2N 1HQ,Modern cuisine,N/A,https://guide.michelin.com/gb/en/greater-london/city-of-london/restaurant/city-social,one
La Dame de Pic,2019,51.510372,-0.0788981,City of London,United Kingdom,EC3N 4AJ,Modern French,N/A,https://guide.michelin.com/gb/en/greater-london/city-of-london/restaurant/la-dame-de-pic,one
Story,2019,51.50268,-0.07774,Bermondsey,United Kingdom,SE1 2JX,Modern cuisine,N/A,https://guide.michelin.com/gb/en/greater-london/bermondsey/restaurant/story,one
Trinity,2019,51.46336,-0.14148,Clapham Common,United Kingdom,SW4 0JG,Modern cuisine,N/A,https://guide.michelin.com/gb/en/greater-london/clapham-common/restaurant/trinity,one
Chez Bruce,2019,51.44607,-0.16553,Wandsworth,United Kingdom,SW17 7EG,French,N/A,https://guide.michelin.com/gb/en/greater-london/wandsworth/restaurant/chez-bruce,one
Sorrel,2019,51.228825,-0.3346741,Dorking,United Kingdom,RH4 2JU,Modern British,N/A,https://guide.michelin.com/gb/en/surrey/dorking/restaurant/sorrel545459,one
Restaurant Tristan,2019,51.062347,-0.326034,Horsham,United Kingdom,RH12 1HU,Modern British,N/A,https://guide.michelin.com/gb/en/west-sussex/horsham/restaurant/restaurant-tristan,one
Gravetye Manor,2019,51.08932,-0.05691,Gravetye,United Kingdom,RH19 4LJ,Modern British,N/A,https://guide.michelin.com/gb/en/west-sussex/gravetye/restaurant/gravetye-manor,one
The Sportsman,2019,51.34392,0.95885,Seasalter,United Kingdom,CT5 4BP,Modern British,N/A,https://guide.michelin.com/gb/en/kent/seasalter/restaurant/the-sportsman,one
West House,2019,51.11521,0.64215,Biddenden,United Kingdom,TN27 8AH,Modern British,N/A,https://guide.michelin.com/gb/en/kent/biddenden/restaurant/west-house,one
Fordwich Arms,2019,51.295284,1.1261871,Fordwich,United Kingdom,CT2 0DB,Modern cuisine,N/A,https://guide.michelin.com/gb/en/kent/fordwich/restaurant/fordwich-arms,one
Samphire,2019,49.18488,-2.1057,Saint Helier/Saint-Hélier,United Kingdom,JE2 4TQ,Modern cuisine,N/A,https://guide.michelin.com/gb/en/saint-helier/saint-helier-saint-helier/restaurant/samphire392987,one
Bohemia,2019,49.181225,-2.102417,Saint Helier/Saint-Hélier,United Kingdom,JE2 4UH,Modern cuisine,N/A,https://guide.michelin.com/gb/en/saint-helier/saint-helier-saint-helier/restaurant/bohemia,one
SENNS.Restaurant,2019,47.83636,13.06389,Salzburg,Austria,5020,Creative,Max,https://guide.michelin.com/at/en/salzburg-region/salzburg/restaurant/senns-restaurant,two
Ikarus,2019,47.79536,13.00695,Salzburg,Austria,5020,Creative,Max,https://guide.michelin.com/at/en/salzburg-region/salzburg/restaurant/ikarus,two
Mraz & Sohn,2019,48.23129,16.37637,Wien,Austria,1200,Creative,Max,https://guide.michelin.com/at/en/vienna/wien/restaurant/mraz-sohn,two
Konstantin Filippou,2019,48.21056,16.37996,Wien,Austria,1010,Modern cuisine,Max,https://guide.michelin.com/at/en/vienna/wien/restaurant/konstantin-filippou,two
Silvio Nickol Gourmet Restaurant,2019,48.20558,16.37693,Wien,Austria,1010,Modern cuisine,Max,https://guide.michelin.com/at/en/vienna/wien/restaurant/silvio-nickol-gourmet-restaurant,two
Steirereck im Stadtpark,2019,48.20229,16.3805,Wien,Austria,1030,Creative,Max,https://guide.michelin.com/at/en/vienna/wien/restaurant/steirereck-im-stadtpark,two
Baumé,2019,37.4285,-122.14272,South San Francisco,California,94306,Contemporary,Max,https://guide.michelin.com/us/en/california/south-san-francisco/restaurant/baume,two
Commis,2019,37.82476,-122.25505,San Francisco,California,94601,Contemporary,Max,https://guide.michelin.com/us/en/california/san-francisco/restaurant/commis,two
Californios,2019,37.75555,-122.41715,San Francisco,California,94110,Mexican,Max,https://guide.michelin.com/us/en/california/san-francisco/restaurant/californios,two
Lazy Bear,2019,37.760204,-122.41969,San Francisco,California,94110,Contemporary,Max,https://guide.michelin.com/us/en/california/san-francisco/restaurant/lazy-bear,two
Saison,2019,37.76327,-122.41543,San Francisco,California,94107,Californian,Max,https://guide.michelin.com/us/en/california/san-francisco/restaurant/saison,two
Campton Place,2019,37.78923,-122.40665,San Francisco,California,94108,Indian,Max,https://guide.michelin.com/us/en/california/san-francisco/restaurant/campton-place,two
Coi,2019,37.79812,-122.40331,San Francisco,California,94133,Contemporary,Max,https://guide.michelin.com/us/en/california/san-francisco/restaurant/coi,two
Acquerello,2019,37.79167,-122.42131,San Francisco,California,94109,Italian,Max,https://guide.michelin.com/us/en/california/san-francisco/restaurant/acquerello,two
Urasawa,2019,34.067352,-118.40067,Los Angeles,California,90210,Japanese,Max,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/urasawa,two
Sushi Ginza Onodera,2019,34.08238,-118.37654,Los Angeles,California,N/A,Japanese,Max,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/sushi-ginza-onodera559850,two
Somni,2019,34.070095,-118.37649,Los Angeles,California,90048,Contemporary,Max,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/somni,two
Providence,2019,34.083523,-118.33019,Los Angeles,California,90028,Seafood,Max,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/providence,two
n/naka,2019,34.02526,-118.41206,Los Angeles,California,90034,Contemporary,Max,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/n-naka,two
Vespertine,2019,34.024204,-118.38166,Los Angeles,California,90232,Contemporary,Max,https://guide.michelin.com/us/en/california/us-los-angeles/restaurant/vespertine,two
Smyth,2019,41.885,-87.660736,Chicago,Chicago,60607,Contemporary,Max,https://guide.michelin.com/us/en/illinois/chicago/restaurant/smyth,two
Oriole,2019,41.886196,-87.64513,Chicago,Chicago,60661,Contemporary,Max,https://guide.michelin.com/us/en/illinois/chicago/restaurant/oriole,two
Acadia,2019,41.85904,-87.62562,Chicago,Chicago,60616,Contemporary,Max,https://guide.michelin.com/us/en/illinois/chicago/restaurant/acadia,two
KOKS,2019,62.13667,-7.022025,Leynar,Denmark,335,Creative,Max,https://guide.michelin.com/dk/en/faroe-islands/leynar/restaurant/koks558780,two
Henne Kirkeby Kro,2019,55.72682,8.242021,Henne,Denmark,6854,Classic cuisine,Max,https://guide.michelin.com/dk/en/southern-denmark/henne/restaurant/henne-kirkeby-kro,two
a‚o‚c,2019,55.68305,12.58921,København,Denmark,1302 K,Modern cuisine,Max,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/a%E2%80%9Ao%E2%80%9Ac,two
noma,2019,55.68332,12.61006,København,Denmark,1432 K,Creative,Max,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/noma,two
Kadeau Copenhagen,2019,55.67219,12.58848,København,Denmark,1408 K,Modern cuisine,Max,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/kadeau-copenhagen,two
Spondi,2019,37.96525,23.742971,Athína,Greece,116 36,French,Max,https://guide.michelin.com/gr/en/attica/athina/restaurant/spondi,two
Sun Tung Lok,2019,22.30099,114.17221,Hong Kong,Hong Kong,N/A,Cantonese,Min,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/sun-tung-lok,two
Yan Toh Heen,2019,22.293337,114.17395,Hong Kong,Hong Kong,N/A,Cantonese,Max,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/yan-toh-heen,two
Tin Lung Heen,2019,22.30357,114.16007,Hong Kong,Hong Kong,N/A,Cantonese,Max,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/tin-lung-heen,two
Tenku RyuGin,2019,22.30331,114.16021,Hong Kong,Hong Kong,N/A,Japanese,Max,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/tenku-ryugin,two
Forum,2019,22.281616,114.1824,Hong Kong,Hong Kong,N/A,Cantonese,Min,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/forum,two
Sushi Saito,2019,22.286467,114.15677,Hong Kong,Hong Kong,N/A,Sushi,Max,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/sushi-saito,two
Pierre,2019,22.282127,114.15948,Hong Kong,Hong Kong,N/A,French contemporary,Max,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/pierre,two
Ying Jee Club,2019,22.284338,114.156654,Hong Kong,Hong Kong,N/A,Cantonese,Min,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/ying-jee-club,two
Écriture,2019,22.28315,114.1554,Hong Kong,Hong Kong,N/A,French contemporary,Max,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/ecriture,two
